,SPY,
26/3/2018,$49047.12,
27/3/2018,$49047.12,
28/3/2018,$49047.12,
29/3/2018,$49047.12,
30/3/2018,$49047.12,
31/3/2018,$49047.12,
1/4/2018,$49047.12,
2/4/2018,$49047.12,
3/4/2018,$49047.12,
4/4/2018,$49047.12,
5/4/2018,$49047.12,
6/4/2018,$49047.12,
7/4/2018,$49047.12,
8/4/2018,$49047.12,
9/4/2018,$49047.12,
10/4/2018,$49047.12,
11/4/2018,$49047.12,
12/4/2018,$49047.12,
13/4/2018,$49047.12,
14/4/2018,$49047.12,
15/4/2018,$49047.12,
16/4/2018,$49047.12,
17/4/2018,$49179.56,
18/4/2018,$49210.36,
19/4/2018,$48979.36,
20/4/2018,$48967.04,
21/4/2018,$48967.04,
22/4/2018,$48967.04,
23/4/2018,$48967.04,
24/4/2018,$48967.04,
25/4/2018,$48967.04,
26/4/2018,$48967.04,
27/4/2018,$48967.04,
28/4/2018,$48967.04,
29/4/2018,$48967.04,
30/4/2018,$48967.04,
1/5/2018,$48967.04,
2/5/2018,$48967.04,
3/5/2018,$48967.04,
4/5/2018,$48967.04,
5/5/2018,$48967.04,
6/5/2018,$48967.04,
7/5/2018,$48967.04,
8/5/2018,$48967.04,
9/5/2018,$49245.50,
10/5/2018,$49631.06,
11/5/2018,$49758.05,
12/5/2018,$49758.05,
13/5/2018,$49758.05,
14/5/2018,$49777.94,
15/5/2018,$49490.30,
16/5/2018,$49664.72,
17/5/2018,$49629.53,
18/5/2018,$49525.49,
19/5/2018,$49525.49,
20/5/2018,$49525.49,
21/5/2018,$49837.61,
22/5/2018,$49721.33,
23/5/2018,$49836.08,
24/5/2018,$49750.40,
25/5/2018,$49650.95,
26/5/2018,$49650.95,
27/5/2018,$49650.95,
28/5/2018,$49650.95,
29/5/2018,$49172.06,
30/5/2018,$49721.33,
31/5/2018,$49465.82,
1/6/2018,$49872.80,
2/6/2018,$49872.80,
3/6/2018,$49872.80,
4/6/2018,$50071.70,
5/6/2018,$50102.30,
6/6/2018,$50454.20,
7/6/2018,$50449.61,
8/6/2018,$50575.07,
9/6/2018,$50575.07,
10/6/2018,$50575.07,
11/6/2018,$50631.68,
12/6/2018,$50686.76,
13/6/2018,$50550.59,
14/6/2018,$50657.69,
15/6/2018,$50412.89,
16/6/2018,$50412.89,
17/6/2018,$50412.89,
18/6/2018,$50325.68,
19/6/2018,$50163.50,
20/6/2018,$50235.41,
21/6/2018,$49970.72,
22/6/2018,$50047.22,
23/6/2018,$50047.22,
24/6/2018,$50047.22,
25/6/2018,$49848.32,
26/6/2018,$49842.16,
27/6/2018,$49943.80,
28/6/2018,$49943.80,
29/6/2018,$49943.80,
30/6/2018,$49943.80,
1/7/2018,$49943.80,
2/7/2018,$50301.00,
3/7/2018,$50454.52,
4/7/2018,$50454.52,
5/7/2018,$50596.46,
6/7/2018,$50945.27,
7/7/2018,$50945.27,
8/7/2018,$50945.27,
9/7/2018,$51319.75,
10/7/2018,$51470.75,
11/7/2018,$51162.71,
12/7/2018,$51541.72,
13/7/2018,$51574.94,
14/7/2018,$51574.94,
15/7/2018,$51574.94,
16/7/2018,$51537.19,
17/7/2018,$51707.82,
18/7/2018,$51796.91,
19/7/2018,$51636.85,
20/7/2018,$51588.53,
21/7/2018,$51588.53,
22/7/2018,$51588.53,
23/7/2018,$51667.05,
24/7/2018,$51879.96,
25/7/2018,$52242.36,
26/7/2018,$52141.19,
27/7/2018,$51851.27,
28/7/2018,$51851.27,
29/7/2018,$51851.27,
30/7/2018,$51629.30,
31/7/2018,$51837.68,
1/8/2018,$51766.71,
2/8/2018,$51997.74,
3/8/2018,$52180.45,
4/8/2018,$52180.45,
5/8/2018,$52180.45,
6/8/2018,$52337.49,
7/8/2018,$52479.43,
8/8/2018,$52461.31,
9/8/2018,$52402.42,
10/8/2018,$52114.01,
11/8/2018,$52114.01,
12/8/2018,$52114.01,
13/8/2018,$51953.95,
14/8/2018,$52225.75,
15/8/2018,$51905.63,
16/8/2018,$52249.91,
17/8/2018,$52400.91,
18/8/2018,$52400.91,
19/8/2018,$52400.91,
20/8/2018,$52493.02,
21/8/2018,$52594.19,
22/8/2018,$52568.52,
23/8/2018,$52511.14,
24/8/2018,$52770.86,
25/8/2018,$52770.86,
26/8/2018,$52770.86,
27/8/2018,$53113.63,
28/8/2018,$53134.77,
29/8/2018,$53370.33,
30/8/2018,$53192.15,
31/8/2018,$53193.66,
1/9/2018,$53193.66,
2/9/2018,$53193.66,
3/9/2018,$53193.66,
4/9/2018,$53118.16,
5/9/2018,$53000.38,
6/9/2018,$52869.01,
7/9/2018,$52784.45,
8/9/2018,$52784.45,
9/9/2018,$52784.45,
10/9/2018,$52859.95,
11/9/2018,$53003.40,
12/9/2018,$53013.97,
13/9/2018,$53272.18,
14/9/2018,$53279.73,
15/9/2018,$53279.73,
16/9/2018,$53279.73,
17/9/2018,$53047.19,
18/9/2018,$53284.26,
19/9/2018,$53331.07,
20/9/2018,$53687.43,
21/9/2018,$53447.34,
22/9/2018,$53447.34,
23/9/2018,$53447.34,
24/9/2018,$53300.87,
25/9/2018,$53260.10,
26/9/2018,$53128.73,
27/9/2018,$53251.04,
28/9/2018,$53255.57,
29/9/2018,$53255.57,
30/9/2018,$53255.57,
1/10/2018,$53408.08,
2/10/2018,$53382.41,
3/10/2018,$53406.57,
4/10/2018,$53062.29,
5/10/2018,$52817.67,
6/10/2018,$52817.67,
7/10/2018,$52817.67,
8/10/2018,$52817.67,
9/10/2018,$52752.74,
10/10/2018,$52752.74,
11/10/2018,$52752.74,
12/10/2018,$52752.74,
13/10/2018,$52752.74,
14/10/2018,$52752.74,
15/10/2018,$52752.74,
16/10/2018,$52752.74,
17/10/2018,$52752.74,
18/10/2018,$52752.74,
19/10/2018,$52752.74,
20/10/2018,$52752.74,
21/10/2018,$52752.74,
22/10/2018,$52752.74,
23/10/2018,$52752.74,
24/10/2018,$52752.74,
25/10/2018,$52752.74,
26/10/2018,$52752.74,
27/10/2018,$52752.74,
28/10/2018,$52752.74,
29/10/2018,$52752.74,
30/10/2018,$52752.74,
31/10/2018,$52752.74,
1/11/2018,$52752.74,
2/11/2018,$52752.74,
3/11/2018,$52752.74,
4/11/2018,$52752.74,
5/11/2018,$52752.74,
6/11/2018,$52752.74,
7/11/2018,$52752.74,
8/11/2018,$52752.74,
9/11/2018,$52752.74,
10/11/2018,$52752.74,
11/11/2018,$52752.74,
12/11/2018,$52752.74,
13/11/2018,$52752.74,
14/11/2018,$52752.74,
15/11/2018,$52752.74,
16/11/2018,$52752.74,
17/11/2018,$52752.74,
18/11/2018,$52752.74,
19/11/2018,$52752.74,
20/11/2018,$52752.74,
21/11/2018,$52752.74,
22/11/2018,$52752.74,
23/11/2018,$52752.74,
24/11/2018,$52752.74,
25/11/2018,$52752.74,
26/11/2018,$52752.74,
27/11/2018,$52752.74,
28/11/2018,$52752.74,
29/11/2018,$52752.74,
30/11/2018,$52752.74,
1/12/2018,$52752.74,
2/12/2018,$52752.74,
3/12/2018,$52600.84,
4/12/2018,$52456.69,
5/12/2018,$52456.69,
6/12/2018,$52456.69,
7/12/2018,$52456.69,
8/12/2018,$52456.69,
9/12/2018,$52456.69,
10/12/2018,$52456.69,
11/12/2018,$52456.69,
12/12/2018,$52456.69,
13/12/2018,$52456.69,
14/12/2018,$52456.69,
15/12/2018,$52456.69,
16/12/2018,$52456.69,
17/12/2018,$52456.69,
18/12/2018,$52456.69,
19/12/2018,$52456.69,
20/12/2018,$52456.69,
21/12/2018,$52456.69,
22/12/2018,$52456.69,
23/12/2018,$52456.69,
24/12/2018,$52456.69,
25/12/2018,$52456.69,
26/12/2018,$52456.69,
27/12/2018,$52456.69,
28/12/2018,$52456.69,
29/12/2018,$52456.69,
30/12/2018,$52456.69,
31/12/2018,$52456.69,
1/1/2019,$52456.69,
2/1/2019,$52456.69,
3/1/2019,$52456.69,
4/1/2019,$52456.69,
5/1/2019,$52456.69,
6/1/2019,$52456.69,
7/1/2019,$52456.69,
8/1/2019,$52456.69,
9/1/2019,$52456.69,
10/1/2019,$52456.69,
11/1/2019,$52456.69,
12/1/2019,$52456.69,
13/1/2019,$52456.69,
14/1/2019,$52456.69,
15/1/2019,$52456.69,
16/1/2019,$52456.69,
17/1/2019,$52925.74,
18/1/2019,$53482.24,
19/1/2019,$53482.24,
20/1/2019,$53482.24,
21/1/2019,$53482.24,
22/1/2019,$52909.84,
23/1/2019,$52997.29,
24/1/2019,$53019.55,
25/1/2019,$53374.12,
26/1/2019,$53374.12,
27/1/2019,$53374.12,
28/1/2019,$53052.94,
29/1/2019,$52997.29,
30/1/2019,$53660.32,
31/1/2019,$54033.97,
1/2/2019,$54054.64,
2/2/2019,$54054.64,
3/2/2019,$54054.64,
4/2/2019,$54356.74,
5/2/2019,$54538.00,
6/2/2019,$54480.76,
7/2/2019,$54067.36,
8/2/2019,$54119.83,
9/2/2019,$54119.83,
10/2/2019,$54119.83,
11/2/2019,$54143.68,
12/2/2019,$54697.00,
13/2/2019,$54838.51,
14/2/2019,$54741.52,
15/2/2019,$55216.93,
16/2/2019,$55216.93,
17/2/2019,$55216.93,
18/2/2019,$55216.93,
19/2/2019,$55293.25,
20/2/2019,$55382.29,
21/2/2019,$55224.88,
22/2/2019,$55498.36,
23/2/2019,$55498.36,
24/2/2019,$55498.36,
25/2/2019,$55558.78,
26/2/2019,$55526.98,
27/2/2019,$55507.90,
28/2/2019,$55425.22,
1/3/2019,$55701.88,
2/3/2019,$55701.88,
3/3/2019,$55701.88,
4/3/2019,$55539.70,
5/3/2019,$55479.28,
6/3/2019,$55210.57,
7/3/2019,$54841.69,
8/3/2019,$54754.24,
9/3/2019,$54754.24,
10/3/2019,$54754.24,
11/3/2019,$55387.06,
12/3/2019,$55554.01,
13/3/2019,$55848.16,
14/3/2019,$55819.54,
15/3/2019,$55843.39,
16/3/2019,$55843.39,
17/3/2019,$55843.39,
18/3/2019,$56005.57,
19/3/2019,$56016.70,
20/3/2019,$55881.55,
21/3/2019,$56387.17,
22/3/2019,$55515.85,
23/3/2019,$55515.85,
24/3/2019,$55515.85,
25/3/2019,$55482.46,
26/3/2019,$55813.18,
27/3/2019,$55579.45,
28/3/2019,$55747.99,
29/3/2019,$56029.42,
30/3/2019,$56029.42,
31/3/2019,$56029.42,
1/4/2019,$56562.07,
2/4/2019,$56584.33,
3/4/2019,$56655.88,
4/4/2019,$56776.72,
5/4/2019,$56997.73,
6/4/2019,$56997.73,
7/4/2019,$56997.73,
8/4/2019,$57032.71,
9/4/2019,$56797.39,
10/4/2019,$56953.21,
11/4/2019,$56940.49,
12/4/2019,$57250.54,
13/4/2019,$57250.54,
14/4/2019,$57250.54,
15/4/2019,$57220.33,
16/4/2019,$57250.54,
17/4/2019,$57137.65,
18/4/2019,$57228.28,
19/4/2019,$57228.28,
20/4/2019,$57228.28,
21/4/2019,$57228.28,
22/4/2019,$57268.03,
23/4/2019,$57683.02,
24/4/2019,$57579.67,
25/4/2019,$57551.05,
26/4/2019,$57767.29,
27/4/2019,$57767.29,
28/4/2019,$57767.29,
29/4/2019,$57840.43,
30/4/2019,$57864.28,
1/5/2019,$57512.89,
2/5/2019,$57412.72,
3/5/2019,$57865.87,
4/5/2019,$57865.87,
5/5/2019,$57865.87,
6/5/2019,$57673.48,
7/5/2019,$56895.97,
8/5/2019,$56832.37,
9/5/2019,$56694.04,
10/5/2019,$56920.52,
11/5/2019,$56920.52,
12/5/2019,$56920.52,
13/5/2019,$56023.08,
14/5/2019,$56023.08,
15/5/2019,$56023.08,
16/5/2019,$56311.38,
17/5/2019,$55914.58,
18/5/2019,$55914.58,
19/5/2019,$55914.58,
20/5/2019,$55914.58,
21/5/2019,$55914.58,
22/5/2019,$55914.58,
23/5/2019,$55914.58,
24/5/2019,$55914.58,
25/5/2019,$55914.58,
26/5/2019,$55914.58,
27/5/2019,$55914.58,
28/5/2019,$55914.58,
29/5/2019,$55914.58,
30/5/2019,$55914.58,
31/5/2019,$55914.58,
1/6/2019,$55914.58,
2/6/2019,$55914.58,
3/6/2019,$55914.58,
4/6/2019,$55914.58,
5/6/2019,$55914.58,
6/6/2019,$55914.58,
7/6/2019,$56179.46,
8/6/2019,$56179.46,
9/6/2019,$56179.46,
10/6/2019,$56382.74,
11/6/2019,$56371.96,
12/6/2019,$56293.42,
13/6/2019,$56476.68,
14/6/2019,$56427.40,
15/6/2019,$56427.40,
16/6/2019,$56427.40,
17/6/2019,$56444.34,
18/6/2019,$56910.96,
19/6/2019,$57012.60,
20/6/2019,$57443.80,
21/6/2019,$57157.36,
22/6/2019,$57157.36,
23/6/2019,$57157.36,
24/6/2019,$57101.92,
25/6/2019,$56658.40,
26/6/2019,$56613.74,
27/6/2019,$56772.36,
28/6/2019,$57003.36,
29/6/2019,$57003.36,
30/6/2019,$57003.36,
1/7/2019,$57413.00,
2/7/2019,$57531.58,
3/7/2019,$57896.56,
4/7/2019,$57896.56,
5/7/2019,$57844.20,
6/7/2019,$57844.20,
7/7/2019,$57844.20,
8/7/2019,$57591.64,
9/7/2019,$57648.62,
10/7/2019,$57867.30,
11/7/2019,$57975.10,
12/7/2019,$58181.46,
13/7/2019,$58181.46,
14/7/2019,$58181.46,
15/7/2019,$58196.86,
16/7/2019,$58047.48,
17/7/2019,$57733.32,
18/7/2019,$57901.18,
19/7/2019,$57645.54,
20/7/2019,$57645.54,
21/7/2019,$57645.54,
22/7/2019,$57757.96,
23/7/2019,$58085.98,
24/7/2019,$58303.12,
25/7/2019,$58081.36,
26/7/2019,$58390.90,
27/7/2019,$58390.90,
28/7/2019,$58390.90,
29/7/2019,$58306.20,
30/7/2019,$58192.24,
31/7/2019,$57685.58,
1/8/2019,$57286.72,
2/8/2019,$56944.84,
3/8/2019,$56944.84,
4/8/2019,$56944.84,
5/8/2019,$56247.22,
6/8/2019,$56247.22,
7/8/2019,$56247.22,
8/8/2019,$56851.22,
9/8/2019,$56694.18,
10/8/2019,$56694.18,
11/8/2019,$56694.18,
12/8/2019,$56694.18,
13/8/2019,$56694.18,
14/8/2019,$56694.18,
15/8/2019,$56694.18,
16/8/2019,$56694.18,
17/8/2019,$56694.18,
18/8/2019,$56694.18,
19/8/2019,$56694.18,
20/8/2019,$56694.18,
21/8/2019,$56694.18,
22/8/2019,$56694.18,
23/8/2019,$56694.18,
24/8/2019,$56694.18,
25/8/2019,$56694.18,
26/8/2019,$56694.18,
27/8/2019,$56694.18,
28/8/2019,$56694.18,
29/8/2019,$56694.18,
30/8/2019,$56694.18,
31/8/2019,$56694.18,
1/9/2019,$56694.18,
2/9/2019,$56694.18,
3/9/2019,$56694.18,
4/9/2019,$56829.18,
5/9/2019,$57396.18,
6/9/2019,$57430.68,
7/9/2019,$57430.68,
8/9/2019,$57430.68,
9/9/2019,$57453.18,
10/9/2019,$57442.68,
11/9/2019,$57760.68,
12/9/2019,$57916.68,
13/9/2019,$57886.68,
14/9/2019,$57886.68,
15/9/2019,$57886.68,
16/9/2019,$57747.18,
17/9/2019,$57861.18,
18/9/2019,$57888.18,
19/9/2019,$57885.18,
20/9/2019,$57465.18,
21/9/2019,$57465.18,
22/9/2019,$57465.18,
23/9/2019,$57454.68,
24/9/2019,$57103.68,
25/9/2019,$57366.18,
26/9/2019,$57273.18,
27/9/2019,$57033.18,
28/9/2019,$57033.18,
29/9/2019,$57033.18,
30/9/2019,$57238.68,
1/10/2019,$57384.18,
2/10/2019,$57384.18,
3/10/2019,$57384.18,
4/10/2019,$57865.68,
5/10/2019,$57865.68,
6/10/2019,$57865.68,
7/10/2019,$57733.68,
8/10/2019,$57733.68,
9/10/2019,$57733.68,
10/10/2019,$57733.68,
11/10/2019,$57735.16,
12/10/2019,$57735.16,
13/10/2019,$57735.16,
14/10/2019,$57686.32,
15/10/2019,$58119.96,
16/10/2019,$58048.92,
17/10/2019,$58179.16,
18/10/2019,$57985.28,
19/10/2019,$57985.28,
20/10/2019,$57985.28,
21/10/2019,$58284.24,
22/10/2019,$58139.20,
23/10/2019,$58267.96,
24/10/2019,$58340.48,
25/10/2019,$58522.52,
26/10/2019,$58522.52,
27/10/2019,$58522.52,
28/10/2019,$58774.12,
29/10/2019,$58760.80,
30/10/2019,$58898.44,
31/10/2019,$58778.56,
1/11/2019,$59194.44,
2/11/2019,$59194.44,
3/11/2019,$59194.44,
4/11/2019,$59376.48,
5/11/2019,$59326.16,
6/11/2019,$59336.52,
7/11/2019,$59496.36,
8/11/2019,$59608.84,
9/11/2019,$59608.84,
10/11/2019,$59608.84,
11/11/2019,$59521.52,
12/11/2019,$59617.72,
13/11/2019,$59632.52,
14/11/2019,$59699.12,
15/11/2019,$60030.64,
16/11/2019,$60030.64,
17/11/2019,$60030.64,
18/11/2019,$60064.68,
19/11/2019,$60051.36,
20/11/2019,$59879.68,
21/11/2019,$59805.68,
22/11/2019,$59907.80,
23/11/2019,$59907.80,
24/11/2019,$59907.80,
25/11/2019,$60264.48,
26/11/2019,$60369.56,
27/11/2019,$60576.76,
28/11/2019,$60576.76,
29/11/2019,$60403.60,
30/11/2019,$60403.60,
1/12/2019,$60403.60,
2/12/2019,$60008.44,
3/12/2019,$59699.12,
4/12/2019,$59981.80,
5/12/2019,$60064.68,
6/12/2019,$60486.48,
7/12/2019,$60486.48,
8/12/2019,$60486.48,
9/12/2019,$60339.96,
10/12/2019,$60288.16,
11/12/2019,$60419.88,
12/12/2019,$60820.96,
13/12/2019,$60849.08,
14/12/2019,$60849.08,
15/12/2019,$60849.08,
16/12/2019,$61171.72,
17/12/2019,$61182.08,
18/12/2019,$61185.04,
19/12/2019,$61378.92,
20/12/2019,$61353.76,
21/12/2019,$61353.76,
22/12/2019,$61353.76,
23/12/2019,$61426.28,
24/12/2019,$61427.76,
25/12/2019,$61427.76,
26/12/2019,$61680.84,
27/12/2019,$61669.00,
28/12/2019,$61669.00,
29/12/2019,$61669.00,
30/12/2019,$61405.56,
31/12/2019,$61521.00,
1/1/2020,$61521.00,
2/1/2020,$61966.48,
3/1/2020,$61602.40,
4/1/2020,$61602.40,
5/1/2020,$61602.40,
6/1/2020,$61784.44,
7/1/2020,$61649.76,
8/1/2020,$61904.32,
9/1/2020,$62229.92,
10/1/2020,$62090.80,
11/1/2020,$62090.80,
12/1/2020,$62090.80,
13/1/2020,$62422.32,
14/1/2020,$62348.32,
15/1/2020,$62457.84,
16/1/2020,$62861.88,
17/1/2020,$63014.32,
18/1/2020,$63014.32,
19/1/2020,$63014.32,
20/1/2020,$63014.32,
21/1/2020,$62918.12,
22/1/2020,$62924.04,
23/1/2020,$62980.28,
24/1/2020,$62543.68,
25/1/2020,$62543.68,
26/1/2020,$62543.68,
27/1/2020,$61763.72,
28/1/2020,$62265.44,
29/1/2020,$62225.48,
30/1/2020,$62382.36,
31/1/2020,$61501.76,
1/2/2020,$61501.76,
2/2/2020,$61501.76,
3/2/2020,$61855.48,
4/2/2020,$62586.60,
5/2/2020,$63149.00,
6/2/2020,$63314.76,
7/2/2020,$63051.32,
8/2/2020,$63051.32,
9/2/2020,$63051.32,
10/2/2020,$63418.36,
11/2/2020,$63504.20,
12/2/2020,$63823.88,
13/2/2020,$63770.60,
14/2/2020,$63850.52,
15/2/2020,$63850.52,
16/2/2020,$63850.52,
17/2/2020,$63850.52,
18/2/2020,$63721.76,
19/2/2020,$63960.04,
20/2/2020,$63754.32,
21/2/2020,$63240.76,
22/2/2020,$63240.76,
23/2/2020,$63240.76,
24/2/2020,$61710.44,
25/2/2020,$61710.44,
26/2/2020,$61710.44,
27/2/2020,$61710.44,
28/2/2020,$61710.44,
29/2/2020,$61710.44,
1/3/2020,$61710.44,
2/3/2020,$61710.44,
3/3/2020,$61710.44,
4/3/2020,$61710.44,
5/3/2020,$61710.44,
6/3/2020,$61710.44,
7/3/2020,$61710.44,
8/3/2020,$61710.44,
9/3/2020,$61710.44,
10/3/2020,$61710.44,
11/3/2020,$61710.44,
12/3/2020,$61710.44,
13/3/2020,$61710.44,
14/3/2020,$61710.44,
15/3/2020,$61710.44,
16/3/2020,$61710.44,
17/3/2020,$61710.44,
18/3/2020,$61710.44,
19/3/2020,$61710.44,
20/3/2020,$61710.44,
21/3/2020,$61710.44,
22/3/2020,$61710.44,
23/3/2020,$61710.44,
24/3/2020,$61710.44,
25/3/2020,$61710.44,
26/3/2020,$61710.44,
27/3/2020,$61710.44,
28/3/2020,$61710.44,
29/3/2020,$61710.44,
30/3/2020,$61710.44,
31/3/2020,$61710.44,
1/4/2020,$61710.44,
2/4/2020,$61710.44,
3/4/2020,$61710.44,
4/4/2020,$61710.44,
5/4/2020,$61710.44,
6/4/2020,$61710.44,
7/4/2020,$61710.44,
8/4/2020,$61710.44,
9/4/2020,$61710.44,
10/4/2020,$61710.44,
11/4/2020,$61710.44,
12/4/2020,$61710.44,
13/4/2020,$61710.44,
14/4/2020,$61710.44,
15/4/2020,$61710.44,
16/4/2020,$61710.44,
17/4/2020,$61922.12,
18/4/2020,$61922.12,
19/4/2020,$61922.12,
20/4/2020,$61245.08,
21/4/2020,$61245.08,
22/4/2020,$61245.08,
23/4/2020,$61245.08,
24/4/2020,$61623.64,
25/4/2020,$61623.64,
26/4/2020,$61623.64,
27/4/2020,$62313.16,
28/4/2020,$62090.08,
29/4/2020,$63354.20,
30/4/2020,$62892.83,
1/5/2020,$61593.22,
2/5/2020,$61593.22,
3/5/2020,$61593.22,
4/5/2020,$61725.04,
5/5/2020,$62167.82,
6/5/2020,$61839.96,
7/5/2020,$62419.63,
8/5/2020,$63224.07,
9/5/2020,$63224.07,
10/5/2020,$63224.07,
11/5/2020,$63234.21,
12/5/2020,$62248.94,
13/5/2020,$61392.11,
14/5/2020,$61961.64,
15/5/2020,$62183.03,
16/5/2020,$62183.03,
17/5/2020,$62183.03,
18/5/2020,$63656.71,
19/5/2020,$63144.64,
20/5/2020,$63982.88,
21/5/2020,$63636.43,
22/5/2020,$63731.07,
23/5/2020,$63731.07,
24/5/2020,$63731.07,
25/5/2020,$63731.07,
26/5/2020,$64346.23,
27/5/2020,$65098.28,
28/5/2020,$65003.64,
29/5/2020,$65231.79,
30/5/2020,$65231.79,
31/5/2020,$65231.79,
1/6/2020,$65439.66,
2/6/2020,$65867.23,
3/6/2020,$66560.13,
4/6/2020,$66421.55,
5/6/2020,$67770.17,
6/6/2020,$67770.17,
7/6/2020,$67770.17,
8/6/2020,$68422.51,
9/6/2020,$68015.22,
10/6/2020,$67712.71,
11/6/2020,$64604.80,
12/6/2020,$65213.20,
13/6/2020,$65213.20,
14/6/2020,$65213.20,
15/6/2020,$65693.16,
16/6/2020,$66691.95,
17/6/2020,$66472.25,
18/6/2020,$66492.53,
19/6/2020,$65961.87,
20/6/2020,$65961.87,
21/6/2020,$65961.87,
22/6/2020,$66296.49,
23/6/2020,$66538.16,
24/6/2020,$65192.92,
25/6/2020,$65743.86,
26/6/2020,$64510.16,
27/6/2020,$64510.16,
28/6/2020,$64510.16,
29/6/2020,$65255.45,
30/6/2020,$65914.55,
1/7/2020,$66279.59,
2/7/2020,$66568.58,
3/7/2020,$66568.58,
4/7/2020,$66568.58,
5/7/2020,$66568.58,
6/7/2020,$67383.16,
7/7/2020,$66830.53,
8/7/2020,$67236.13,
9/7/2020,$66931.93,
10/7/2020,$67474.42,
11/7/2020,$67474.42,
12/7/2020,$67474.42,
13/7/2020,$67009.67,
14/7/2020,$67699.19,
15/7/2020,$68194.36,
16/7/2020,$68015.22,
17/7/2020,$68172.39,
18/7/2020,$68172.39,
19/7/2020,$68172.39,
20/7/2020,$68611.79,
21/7/2020,$68728.40,
22/7/2020,$69041.05,
23/7/2020,$68381.95,
24/7/2020,$68030.43,
25/7/2020,$68030.43,
26/7/2020,$68030.43,
27/7/2020,$68425.89,
28/7/2020,$68079.44,
29/7/2020,$68746.99,
30/7/2020,$68550.95,
31/7/2020,$68983.59,
1/8/2020,$68983.59,
2/8/2020,$68983.59,
3/8/2020,$69367.22,
4/8/2020,$69581.85,
5/8/2020,$69928.30,
6/8/2020,$70303.48,
7/8/2020,$70344.04,
8/8/2020,$70344.04,
9/8/2020,$70344.04,
10/8/2020,$70513.04,
11/8/2020,$70044.91,
12/8/2020,$70829.07,
13/8/2020,$70725.98,
14/8/2020,$70727.67,
15/8/2020,$70727.67,
16/8/2020,$70727.67,
17/8/2020,$70908.50,
18/8/2020,$71031.87,
19/8/2020,$70793.58,
20/8/2020,$70971.03,
21/8/2020,$71173.83,
22/8/2020,$71173.83,
23/8/2020,$71173.83,
24/8/2020,$71755.19,
25/8/2020,$71957.99,
26/8/2020,$72541.04,
27/8/2020,$72669.48,
28/8/2020,$73049.73,
29/8/2020,$73049.73,
30/8/2020,$73049.73,
31/8/2020,$72835.10,
1/9/2020,$73391.11,
2/9/2020,$74253.01,
3/9/2020,$72172.62,
4/9/2020,$71696.04,
5/9/2020,$71696.04,
6/9/2020,$71696.04,
7/9/2020,$71696.04,
8/9/2020,$70114.20,
9/9/2020,$71226.22,
10/9/2020,$70229.12,
11/9/2020,$70257.85,
12/9/2020,$70257.85,
13/9/2020,$70257.85,
14/9/2020,$71001.45,
15/9/2020,$71290.44,
16/9/2020,$71062.29,
17/9/2020,$70558.67,
18/9/2020,$70479.24,
19/9/2020,$70479.24,
20/9/2020,$70479.24,
21/9/2020,$70479.24,
22/9/2020,$70479.24,
23/9/2020,$70479.24,
24/9/2020,$70479.24,
25/9/2020,$70479.24,
26/9/2020,$70479.24,
27/9/2020,$70479.24,
28/9/2020,$70479.24,
29/9/2020,$70479.24,
30/9/2020,$70479.24,
1/10/2020,$70371.34,
2/10/2020,$69484.90,
3/10/2020,$69484.90,
4/10/2020,$69484.90,
5/10/2020,$70091.70,
6/10/2020,$70116.30,
7/10/2020,$70546.62,
8/10/2020,$71038.88,
9/10/2020,$71539.29,
10/10/2020,$71539.29,
11/10/2020,$71539.29,
12/10/2020,$72448.83,
13/10/2020,$72073.93,
14/10/2020,$71715.33,
15/10/2020,$71645.24,
16/10/2020,$71611.01,
17/10/2020,$71611.01,
18/10/2020,$71611.01,
19/10/2020,$70750.37,
20/10/2020,$70973.68,
21/10/2020,$70867.73,
22/10/2020,$71174.17,
23/10/2020,$71364.88,
24/10/2020,$71364.88,
25/10/2020,$71364.88,
26/10/2020,$70769.93,
27/10/2020,$70769.93,
28/10/2020,$70769.93,
29/10/2020,$70769.93,
30/10/2020,$70769.93,
31/10/2020,$70769.93,
1/11/2020,$70769.93,
2/11/2020,$70769.93,
3/11/2020,$70769.93,
4/11/2020,$71204.09,
5/11/2020,$72289.49,
6/11/2020,$72276.53,
7/11/2020,$72276.53,
8/11/2020,$72276.53,
9/11/2020,$72989.33,
10/11/2020,$72905.09,
11/11/2020,$73331.15,
12/11/2020,$72770.63,
13/11/2020,$73562.81,
14/11/2020,$73562.81,
15/11/2020,$73562.81,
16/11/2020,$74286.95,
17/11/2020,$73971.05,
18/11/2020,$73267.97,
19/11/2020,$73510.97,
20/11/2020,$73114.07,
21/11/2020,$73114.07,
22/11/2020,$73114.07,
23/11/2020,$73459.13,
24/11/2020,$74392.25,
25/11/2020,$74301.53,
26/11/2020,$74301.53,
27/11/2020,$74465.15,
28/11/2020,$74465.15,
29/11/2020,$74465.15,
30/11/2020,$74204.33,
1/12/2020,$74845.85,
2/12/2020,$74970.59,
3/12/2020,$74954.39,
4/12/2020,$75466.31,
5/12/2020,$75466.31,
6/12/2020,$75466.31,
7/12/2020,$75343.19,
8/12/2020,$75518.15,
9/12/2020,$74980.31,
10/12/2020,$74960.87,
11/12/2020,$74891.21,
12/12/2020,$74891.21,
13/12/2020,$74891.21,
14/12/2020,$74625.53,
15/12/2020,$75424.19,
16/12/2020,$75518.15,
17/12/2020,$75853.49,
18/12/2020,$75357.77,
