,SPY,Cash,
31/1/2020,$53728.91,$518.26,
1/2/2020,$53728.91,$518.26,
2/2/2020,$53728.91,$518.26,
3/2/2020,$54128.04,$518.26,
4/2/2020,$54953.02,$518.26,
5/2/2020,$55587.62,$518.26,
6/2/2020,$55774.66,$518.26,
7/2/2020,$55477.40,$518.26,
8/2/2020,$55477.40,$518.26,
9/2/2020,$55477.40,$518.26,
10/2/2020,$55891.56,$518.26,
11/2/2020,$55988.42,$518.26,
12/2/2020,$56349.14,$518.26,
13/2/2020,$56289.02,$518.26,
14/2/2020,$56379.20,$518.26,
15/2/2020,$56379.20,$518.26,
16/2/2020,$56379.20,$518.26,
17/2/2020,$56379.20,$518.26,
18/2/2020,$56233.91,$518.26,
19/2/2020,$56502.78,$518.26,
20/2/2020,$56270.65,$518.26,
21/2/2020,$55691.16,$518.26,
22/2/2020,$55691.16,$518.26,
23/2/2020,$55691.16,$518.26,
24/2/2020,$53844.14,$518.26,
25/2/2020,$52212.55,$518.26,
26/2/2020,$0,$52986.32,
27/2/2020,$0,$52986.32,
28/2/2020,$0,$52986.32,
29/2/2020,$0,$52986.32,
1/3/2020,$0,$52986.32,
2/3/2020,$0,$52986.32,
3/3/2020,$0,$52986.32,
4/3/2020,$0,$52986.32,
5/3/2020,$0,$52986.32,
6/3/2020,$0,$52986.32,
7/3/2020,$0,$52986.32,
8/3/2020,$0,$52986.32,
9/3/2020,$0,$52986.32,
10/3/2020,$0,$52986.32,
11/3/2020,$0,$52986.32,
12/3/2020,$0,$52986.32,
13/3/2020,$0,$52986.32,
14/3/2020,$0,$52986.32,
15/3/2020,$0,$52986.32,
16/3/2020,$0,$52986.32,
17/3/2020,$0,$52986.32,
18/3/2020,$0,$52986.32,
19/3/2020,$0,$52986.32,
20/3/2020,$0,$52986.32,
21/3/2020,$0,$52986.32,
22/3/2020,$0,$52986.32,
23/3/2020,$0,$52986.32,
24/3/2020,$0,$52986.32,
25/3/2020,$0,$52986.32,
26/3/2020,$0,$52986.32,
27/3/2020,$0,$52986.32,
28/3/2020,$0,$52986.32,
29/3/2020,$0,$52986.32,
30/3/2020,$0,$52986.32,
31/3/2020,$0,$52986.32,
1/4/2020,$0,$52986.32,
2/4/2020,$0,$52986.32,
3/4/2020,$0,$52986.32,
4/4/2020,$0,$52986.32,
5/4/2020,$0,$52986.32,
6/4/2020,$0,$52986.32,
7/4/2020,$0,$52986.32,
8/4/2020,$0,$52986.32,
9/4/2020,$0,$52986.32,
10/4/2020,$0,$52986.32,
11/4/2020,$0,$52986.32,
12/4/2020,$0,$52986.32,
13/4/2020,$0,$52986.32,
14/4/2020,$0,$52986.32,
15/4/2020,$0,$52986.32,
16/4/2020,$0,$52986.32,
17/4/2020,$0,$52986.32,
18/4/2020,$0,$52986.32,
19/4/2020,$0,$52986.32,
20/4/2020,$0,$52986.32,
21/4/2020,$0,$52986.32,
22/4/2020,$0,$52986.32,
23/4/2020,$0,$52986.32,
24/4/2020,$0,$52986.32,
25/4/2020,$0,$52986.32,
26/4/2020,$0,$52986.32,
27/4/2020,$53104.25,$239.12,
28/4/2020,$52860.05,$239.12,
29/4/2020,$54243.85,$239.12,
30/4/2020,$53738.80,$239.12,
1/5/2020,$52316.15,$239.12,
2/5/2020,$52316.15,$239.12,
3/5/2020,$52316.15,$239.12,
4/5/2020,$52460.45,$239.12,
5/5/2020,$52945.15,$239.12,
6/5/2020,$52586.25,$239.12,
7/5/2020,$53220.80,$239.12,
8/5/2020,$54101.40,$239.12,
9/5/2020,$54101.40,$239.12,
10/5/2020,$54101.40,$239.12,
11/5/2020,$54112.50,$239.12,
12/5/2020,$53033.95,$239.12,
13/5/2020,$52096.00,$239.12,
14/5/2020,$52719.45,$239.12,
15/5/2020,$52961.80,$239.12,
16/5/2020,$52961.80,$239.12,
17/5/2020,$52961.80,$239.12,
18/5/2020,$54575.00,$239.12,
19/5/2020,$54014.45,$239.12,
20/5/2020,$54932.05,$239.12,
21/5/2020,$54552.80,$239.12,
22/5/2020,$54656.40,$239.12,
23/5/2020,$54656.40,$239.12,
24/5/2020,$54656.40,$239.12,
25/5/2020,$54656.40,$239.12,
26/5/2020,$55329.80,$239.12,
27/5/2020,$56153.05,$239.12,
28/5/2020,$56049.45,$239.12,
29/5/2020,$56299.20,$239.12,
30/5/2020,$56299.20,$239.12,
31/5/2020,$56299.20,$239.12,
1/6/2020,$56526.75,$239.12,
2/6/2020,$56994.80,$239.12,
3/6/2020,$57753.30,$239.12,
4/6/2020,$57601.60,$239.12,
5/6/2020,$59077.90,$239.12,
6/6/2020,$59077.90,$239.12,
7/6/2020,$59077.90,$239.12,
8/6/2020,$59792.00,$239.12,
9/6/2020,$59346.15,$239.12,
10/6/2020,$59015.00,$239.12,
11/6/2020,$55612.85,$239.12,
12/6/2020,$56278.85,$239.12,
13/6/2020,$56278.85,$239.12,
14/6/2020,$56278.85,$239.12,
15/6/2020,$56804.25,$239.12,
16/6/2020,$57897.60,$239.12,
17/6/2020,$57657.10,$239.12,
18/6/2020,$57679.30,$239.12,
19/6/2020,$57098.40,$491.83,
20/6/2020,$57098.40,$491.83,
21/6/2020,$57098.40,$491.83,
22/6/2020,$57464.70,$491.83,
23/6/2020,$57729.25,$491.83,
24/6/2020,$56256.65,$491.83,
25/6/2020,$56859.75,$491.83,
26/6/2020,$55509.25,$491.83,
27/6/2020,$55509.25,$491.83,
28/6/2020,$55509.25,$491.83,
29/6/2020,$56325.10,$491.83,
30/6/2020,$57046.60,$491.83,
1/7/2020,$57446.20,$491.83,
2/7/2020,$57762.55,$491.83,
3/7/2020,$57762.55,$491.83,
4/7/2020,$57762.55,$491.83,
5/7/2020,$57762.55,$491.83,
6/7/2020,$58654.25,$491.83,
7/7/2020,$58049.30,$491.83,
8/7/2020,$58493.30,$491.83,
9/7/2020,$58160.30,$491.83,
10/7/2020,$58754.15,$491.83,
11/7/2020,$58754.15,$491.83,
12/7/2020,$58754.15,$491.83,
13/7/2020,$58245.40,$491.83,
14/7/2020,$59000.20,$491.83,
15/7/2020,$59542.25,$491.83,
16/7/2020,$59346.15,$491.83,
17/7/2020,$59518.20,$491.83,
18/7/2020,$59518.20,$491.83,
19/7/2020,$59518.20,$491.83,
20/7/2020,$59999.20,$491.83,
21/7/2020,$60126.85,$491.83,
22/7/2020,$60469.10,$491.83,
23/7/2020,$59747.60,$491.83,
24/7/2020,$59362.80,$491.83,
25/7/2020,$59362.80,$491.83,
26/7/2020,$59362.80,$491.83,
27/7/2020,$59795.70,$491.83,
28/7/2020,$59416.45,$491.83,
29/7/2020,$60147.20,$491.83,
30/7/2020,$59932.60,$491.83,
31/7/2020,$60406.20,$491.83,
1/8/2020,$60406.20,$491.83,
2/8/2020,$60406.20,$491.83,
3/8/2020,$60826.15,$491.83,
4/8/2020,$61061.10,$491.83,
5/8/2020,$61440.35,$491.83,
6/8/2020,$61851.05,$491.83,
7/8/2020,$61895.45,$491.83,
8/8/2020,$61895.45,$491.83,
9/8/2020,$61895.45,$491.83,
10/8/2020,$62080.45,$491.83,
11/8/2020,$61568.00,$491.83,
12/8/2020,$62426.40,$491.83,
13/8/2020,$62313.55,$491.83,
14/8/2020,$62315.40,$491.83,
15/8/2020,$62315.40,$491.83,
16/8/2020,$62315.40,$491.83,
17/8/2020,$62513.35,$491.83,
18/8/2020,$62648.40,$491.83,
19/8/2020,$62387.55,$491.83,
20/8/2020,$62581.80,$491.83,
21/8/2020,$62803.80,$491.83,
22/8/2020,$62803.80,$491.83,
23/8/2020,$62803.80,$491.83,
24/8/2020,$63440.20,$491.83,
25/8/2020,$63662.20,$491.83,
26/8/2020,$64300.45,$491.83,
27/8/2020,$64441.05,$491.83,
28/8/2020,$64857.30,$491.83,
29/8/2020,$64857.30,$491.83,
30/8/2020,$64857.30,$491.83,
31/8/2020,$64622.35,$491.83,
1/9/2020,$65231.00,$491.83,
2/9/2020,$66174.50,$491.83,
3/9/2020,$63897.15,$491.83,
4/9/2020,$63375.45,$491.83,
5/9/2020,$63375.45,$491.83,
6/9/2020,$63375.45,$491.83,
7/9/2020,$63375.45,$491.83,
8/9/2020,$61643.85,$491.83,
9/9/2020,$62861.15,$491.83,
10/9/2020,$61769.65,$491.83,
11/9/2020,$61801.10,$491.83,
12/9/2020,$61801.10,$491.83,
13/9/2020,$61801.10,$491.83,
14/9/2020,$62615.10,$491.83,
15/9/2020,$62931.45,$491.83,
16/9/2020,$62681.70,$491.83,
17/9/2020,$62130.40,$491.83,
18/9/2020,$61170.25,$739.55,
19/9/2020,$61170.25,$739.55,
20/9/2020,$61170.25,$739.55,
21/9/2020,$60489.45,$739.55,
22/9/2020,$0,$61525.00,
23/9/2020,$0,$61525.00,
24/9/2020,$0,$61525.00,
25/9/2020,$0,$61525.00,
26/9/2020,$0,$61525.00,
27/9/2020,$0,$61525.00,
28/9/2020,$0,$61525.00,
29/9/2020,$0,$61525.00,
30/9/2020,$0,$61525.00,
1/10/2020,$0,$61525.00,
2/10/2020,$0,$61525.00,
3/10/2020,$0,$61525.00,
4/10/2020,$0,$61525.00,
5/10/2020,$0,$61525.00,
6/10/2020,$0,$61525.00,
7/10/2020,$61677.56,$325.28,
8/10/2020,$62224.18,$325.28,
9/10/2020,$62779.85,$325.28,
10/10/2020,$62779.85,$325.28,
11/10/2020,$62779.85,$325.28,
12/10/2020,$63789.83,$325.28,
13/10/2020,$63373.53,$325.28,
14/10/2020,$62975.33,$325.28,
15/10/2020,$62897.50,$325.28,
16/10/2020,$62859.49,$325.28,
17/10/2020,$62859.49,$325.28,
18/10/2020,$62859.49,$325.28,
19/10/2020,$61903.81,$325.28,
20/10/2020,$62151.78,$325.28,
21/10/2020,$62034.13,$325.28,
22/10/2020,$62374.41,$325.28,
23/10/2020,$62586.18,$325.28,
24/10/2020,$62586.18,$325.28,
25/10/2020,$62586.18,$325.28,
26/10/2020,$61429.59,$325.28,
27/10/2020,$61217.82,$325.28,
28/10/2020,$0,$60435.38,
29/10/2020,$0,$60435.38,
30/10/2020,$0,$60435.38,
31/10/2020,$0,$60435.38,
1/11/2020,$0,$60435.38,
2/11/2020,$0,$60435.38,
3/11/2020,$0,$60435.38,
4/11/2020,$0,$60435.38,
5/11/2020,$0,$60435.38,
6/11/2020,$60227.52,$247.42,
7/11/2020,$60227.52,$247.42,
8/11/2020,$60227.52,$247.42,
9/11/2020,$60984.32,$247.42,
10/11/2020,$60894.88,$247.42,
11/11/2020,$61347.24,$247.42,
12/11/2020,$60752.12,$247.42,
13/11/2020,$61593.20,$247.42,
14/11/2020,$61593.20,$247.42,
15/11/2020,$61593.20,$247.42,
16/11/2020,$62362.04,$247.42,
17/11/2020,$62026.64,$247.42,
18/11/2020,$61280.16,$247.42,
19/11/2020,$61538.16,$247.42,
20/11/2020,$61116.76,$247.42,
21/11/2020,$61116.76,$247.42,
22/11/2020,$61116.76,$247.42,
23/11/2020,$61483.12,$247.42,
24/11/2020,$62473.84,$247.42,
25/11/2020,$62377.52,$247.42,
26/11/2020,$62377.52,$247.42,
27/11/2020,$62551.24,$247.42,
28/11/2020,$62551.24,$247.42,
29/11/2020,$62551.24,$247.42,
30/11/2020,$62274.32,$247.42,
1/12/2020,$62955.44,$247.42,
2/12/2020,$63087.88,$247.42,
3/12/2020,$63070.68,$247.42,
4/12/2020,$63614.20,$247.42,
5/12/2020,$63614.20,$247.42,
6/12/2020,$63614.20,$247.42,
7/12/2020,$63483.48,$247.42,
8/12/2020,$63669.24,$247.42,
9/12/2020,$63098.20,$247.42,
10/12/2020,$63077.56,$247.42,
11/12/2020,$63003.60,$247.42,
12/12/2020,$63003.60,$247.42,
13/12/2020,$63003.60,$247.42,
14/12/2020,$62721.52,$247.42,
15/12/2020,$63569.48,$247.42,
16/12/2020,$63669.24,$247.42,
17/12/2020,$64025.28,$247.42,
18/12/2020,$63498.96,$519.18,
19/12/2020,$63498.96,$519.18,
20/12/2020,$63498.96,$519.18,
21/12/2020,$63271.92,$519.18,
22/12/2020,$63165.28,$519.18,
23/12/2020,$63222.04,$519.18,
24/12/2020,$63468.00,$519.18,
25/12/2020,$63468.00,$519.18,
26/12/2020,$63468.00,$519.18,
27/12/2020,$63468.00,$519.18,
28/12/2020,$64013.24,$519.18,
29/12/2020,$63891.12,$519.18,
30/12/2020,$63982.28,$519.18,
31/12/2020,$64307.36,$519.18,
1/1/2021,$64307.36,$519.18,
2/1/2021,$64307.36,$519.18,
3/1/2021,$64307.36,$519.18,
4/1/2021,$63431.88,$519.18,
5/1/2021,$63868.76,$519.18,
6/1/2021,$64250.60,$519.18,
7/1/2021,$65205.20,$519.18,
8/1/2021,$65576.72,$519.18,
9/1/2021,$65576.72,$519.18,
10/1/2021,$65576.72,$519.18,
11/1/2021,$65134.68,$519.18,
12/1/2021,$65148.44,$519.18,
13/1/2021,$65323.88,$519.18,
14/1/2021,$65095.12,$519.18,
15/1/2021,$64620.40,$519.18,
16/1/2021,$64620.40,$519.18,
17/1/2021,$64620.40,$519.18,
18/1/2021,$64620.40,$519.18,
19/1/2021,$65127.80,$519.18,
20/1/2021,$66029.08,$519.18,
21/1/2021,$66089.28,$519.18,
22/1/2021,$65855.36,$519.18,
23/1/2021,$65855.36,$519.18,
24/1/2021,$65855.36,$519.18,
25/1/2021,$66115.08,$519.18,
26/1/2021,$66011.88,$519.18,
27/1/2021,$64398.52,$519.18,
28/1/2021,$64952.36,$519.18,
29/1/2021,$63652.04,$519.18,
30/1/2021,$63652.04,$519.18,
31/1/2021,$63652.04,$519.18,
1/2/2021,$64711.56,$519.18,
2/2/2021,$65626.60,$519.18,
3/2/2021,$65678.20,$519.18,
4/2/2021,$66424.68,$519.18,
5/2/2021,$66686.12,$519.18,
6/2/2021,$66686.12,$519.18,
7/2/2021,$66686.12,$519.18,
8/2/2021,$67167.72,$519.18,
9/2/2021,$67123.00,$519.18,
10/2/2021,$67093.76,$519.18,
11/2/2021,$67202.12,$519.18,
12/2/2021,$67534.08,$519.18,
13/2/2021,$67534.08,$519.18,
14/2/2021,$67534.08,$519.18,
15/2/2021,$67534.08,$519.18,
16/2/2021,$67475.60,$519.18,
17/2/2021,$67491.08,$519.18,
18/2/2021,$67203.84,$519.18,
19/2/2021,$67085.16,$519.18,
20/2/2021,$67085.16,$519.18,
21/2/2021,$67085.16,$519.18,
22/2/2021,$66569.16,$519.18,
23/2/2021,$66650.00,$519.18,
24/2/2021,$67384.44,$519.18,
25/2/2021,$65760.76,$519.18,
26/2/2021,$65421.92,$519.18,
27/2/2021,$65421.92,$519.18,
28/2/2021,$65421.92,$519.18,
1/3/2021,$67007.76,$519.18,
2/3/2021,$66484.88,$519.18,
3/3/2021,$65604.24,$519.18,
4/3/2021,$64792.40,$519.18,
5/3/2021,$65984.36,$519.18,
6/3/2021,$65984.36,$519.18,
7/3/2021,$65984.36,$519.18,
8/3/2021,$65655.84,$519.18,
9/3/2021,$66593.24,$519.18,
10/3/2021,$67007.76,$519.18,
11/3/2021,$67687.16,$519.18,
12/3/2021,$67778.32,$519.18,
13/3/2021,$67778.32,$519.18,
14/3/2021,$67778.32,$519.18,
15/3/2021,$68182.52,$519.18,
16/3/2021,$68096.52,$519.18,
17/3/2021,$68328.72,$519.18,
18/3/2021,$67334.56,$519.18,
19/3/2021,$66990.56,$739.00,
20/3/2021,$66990.56,$739.00,
21/3/2021,$66990.56,$739.00,
22/3/2021,$67525.48,$739.00,
23/3/2021,$66994.00,$739.00,
24/3/2021,$66653.44,$739.00,
25/3/2021,$67028.40,$739.00,
26/3/2021,$68108.56,$739.00,
27/3/2021,$68108.56,$739.00,
28/3/2021,$68108.56,$739.00,
29/3/2021,$68074.16,$739.00,
30/3/2021,$67893.56,$739.00,
31/3/2021,$68168.76,$739.00,
1/4/2021,$68904.92,$739.00,
2/4/2021,$68904.92,$739.00,
3/4/2021,$68904.92,$739.00,
4/4/2021,$68904.92,$739.00,
5/4/2021,$69893.92,$739.00,
6/4/2021,$69852.64,$739.00,
7/4/2021,$69933.48,$739.00,
8/4/2021,$70265.44,$739.00,
9/4/2021,$70776.28,$739.00,
10/4/2021,$70776.28,$739.00,
11/4/2021,$70776.28,$739.00,
12/4/2021,$70802.08,$739.00,
13/4/2021,$71011.92,$739.00,
14/4/2021,$70769.40,$739.00,
15/4/2021,$71529.64,$739.00,
16/4/2021,$71768.72,$739.00,
17/4/2021,$71768.72,$739.00,
18/4/2021,$71768.72,$739.00,
19/4/2021,$71416.12,$739.00,
20/4/2021,$70893.24,$739.00,
21/4/2021,$71564.04,$739.00,
22/4/2021,$70910.44,$739.00,
23/4/2021,$71679.28,$739.00,
24/4/2021,$71679.28,$739.00,
25/4/2021,$71679.28,$739.00,
26/4/2021,$71828.92,$739.00,
27/4/2021,$71813.44,$739.00,
28/4/2021,$71792.80,$739.00,
29/4/2021,$72250.32,$739.00,
30/4/2021,$71775.60,$739.00,
1/5/2021,$71775.60,$739.00,
2/5/2021,$71775.60,$739.00,
3/5/2021,$71930.40,$739.00,
4/5/2021,$71486.64,$739.00,
5/5/2021,$71509.00,$739.00,
6/5/2021,$72080.04,$739.00,
7/5/2021,$72604.64,$739.00,
8/5/2021,$72604.64,$739.00,
9/5/2021,$72604.64,$739.00,
10/5/2021,$71885.68,$739.00,
11/5/2021,$71244.12,$739.00,
12/5/2021,$69730.52,$739.00,
13/5/2021,$70568.16,$739.00,
14/5/2021,$71651.76,$739.00,
15/5/2021,$71651.76,$739.00,
16/5/2021,$71651.76,$739.00,
17/5/2021,$71469.44,$739.00,
18/5/2021,$70853.68,$739.00,
19/5/2021,$70667.92,$739.00,
20/5/2021,$71428.16,$739.00,
21/5/2021,$71369.68,$739.00,
22/5/2021,$71369.68,$739.00,
23/5/2021,$71369.68,$739.00,
24/5/2021,$72097.24,$739.00,
25/5/2021,$71937.28,$739.00,
26/5/2021,$72080.04,$739.00,
27/5/2021,$72117.88,$739.00,
28/5/2021,$72246.88,$739.00,
29/5/2021,$72246.88,$739.00,
30/5/2021,$72246.88,$739.00,
31/5/2021,$72246.88,$739.00,
1/6/2021,$72183.24,$739.00,
2/6/2021,$72296.76,$739.00,
3/6/2021,$72028.44,$739.00,
4/6/2021,$72687.20,$739.00,
5/6/2021,$72687.20,$739.00,
6/6/2021,$72687.20,$739.00,
7/6/2021,$72616.68,$739.00,
8/6/2021,$72632.16,$739.00,
9/6/2021,$72523.80,$739.00,
10/6/2021,$72860.92,$739.00,
11/6/2021,$72981.32,$739.00,
12/6/2021,$72981.32,$739.00,
13/6/2021,$72981.32,$739.00,
14/6/2021,$73144.72,$739.00,
15/6/2021,$73010.56,$739.00,
16/6/2021,$72602.92,$739.00,
17/6/2021,$72578.84,$739.00,
18/6/2021,$71366.24,$975.67,
19/6/2021,$71366.24,$975.67,
20/6/2021,$71366.24,$975.67,
21/6/2021,$72387.92,$975.67,
22/6/2021,$72774.92,$975.67,
23/6/2021,$72687.20,$975.67,
24/6/2021,$73117.20,$975.67,
25/6/2021,$73376.92,$975.67,
26/6/2021,$73376.92,$975.67,
27/6/2021,$73376.92,$975.67,
28/6/2021,$73524.84,$975.67,
29/6/2021,$73564.40,$975.67,
30/6/2021,$73626.32,$975.67,
1/7/2021,$74033.96,$975.67,
2/7/2021,$74599.84,$975.67,
3/7/2021,$74599.84,$975.67,
4/7/2021,$74599.84,$975.67,
5/7/2021,$74599.84,$975.67,
6/7/2021,$74463.96,$975.67,
7/7/2021,$74727.12,$975.67,
8/7/2021,$74118.24,$975.67,
9/7/2021,$74909.44,$975.67,
10/7/2021,$74909.44,$975.67,
11/7/2021,$74909.44,$975.67,
12/7/2021,$75177.76,$975.67,
13/7/2021,$74921.48,$975.67,
14/7/2021,$75033.28,$975.67,
15/7/2021,$74777.00,$975.67,
16/7/2021,$74190.48,$975.67,
17/7/2021,$74190.48,$975.67,
18/7/2021,$74190.48,$975.67,
19/7/2021,$73094.84,$975.67,
20/7/2021,$74142.32,$975.67,
21/7/2021,$74742.60,$975.67,
22/7/2021,$74899.12,$975.67,
23/7/2021,$75669.68,$975.67,
24/7/2021,$75669.68,$975.67,
25/7/2021,$75669.68,$975.67,
26/7/2021,$75855.44,$975.67,
27/7/2021,$75509.72,$975.67,
28/7/2021,$75478.76,$975.67,
29/7/2021,$75791.80,$975.67,
30/7/2021,$75423.72,$975.67,
31/7/2021,$75423.72,$975.67,
1/8/2021,$75423.72,$975.67,
2/8/2021,$75265.48,$975.67,
3/8/2021,$75877.80,$975.67,
4/8/2021,$75504.56,$975.67,
5/8/2021,$75982.72,$975.67,
6/8/2021,$76108.28,$975.67,
7/8/2021,$76108.28,$975.67,
8/8/2021,$76108.28,$975.67,
9/8/2021,$76046.36,$975.67,
10/8/2021,$76140.96,$975.67,
11/8/2021,$76330.16,$975.67,
12/8/2021,$76558.92,$975.67,
13/8/2021,$76698.24,$975.67,
14/8/2021,$76698.24,$975.67,
15/8/2021,$76698.24,$975.67,
16/8/2021,$76878.84,$975.67,
17/8/2021,$76374.88,$975.67,
18/8/2021,$75538.96,$975.67,
19/8/2021,$75655.92,$975.67,
20/8/2021,$76257.92,$975.67,
21/8/2021,$76257.92,$975.67,
22/8/2021,$76257.92,$975.67,
23/8/2021,$76928.72,$975.67,
24/8/2021,$77050.84,$975.67,
25/8/2021,$77212.52,$975.67,
26/8/2021,$76756.72,$975.67,
27/8/2021,$77443.00,$975.67,
28/8/2021,$77443.00,$975.67,
29/8/2021,$77443.00,$975.67,
30/8/2021,$77783.56,$975.67,
31/8/2021,$77668.32,$975.67,
1/9/2021,$77709.60,$975.67,
2/9/2021,$77948.68,$975.67,
3/9/2021,$77929.76,$975.67,
4/9/2021,$77929.76,$975.67,
5/9/2021,$77929.76,$975.67,
6/9/2021,$77929.76,$975.67,
7/9/2021,$77651.12,$975.67,
8/9/2021,$77556.52,$975.67,
9/9/2021,$77224.56,$975.67,
10/9/2021,$76615.68,$975.67,
11/9/2021,$76615.68,$975.67,
12/9/2021,$76615.68,$975.67,
13/9/2021,$76811.76,$975.67,
14/9/2021,$76397.24,$975.67,
15/9/2021,$77035.36,$975.67,
16/9/2021,$76913.24,$975.67,
17/9/2021,$75920.80,$1221.29,
18/9/2021,$75920.80,$1221.29,
19/9/2021,$75920.80,$1221.29,
20/9/2021,$74654.88,$1221.29,
21/9/2021,$0,$76304.45,
22/9/2021,$0,$76304.45,
23/9/2021,$0,$76304.45,
24/9/2021,$0,$76304.45,
25/9/2021,$0,$76304.45,
26/9/2021,$0,$76304.45,
27/9/2021,$0,$76304.45,
28/9/2021,$0,$76304.45,
29/9/2021,$0,$76304.45,
30/9/2021,$0,$76304.45,
1/10/2021,$0,$76304.45,
2/10/2021,$0,$76304.45,
3/10/2021,$0,$76304.45,
4/10/2021,$0,$76304.45,
5/10/2021,$0,$76304.45,
6/10/2021,$0,$76304.45,
7/10/2021,$0,$76304.45,
8/10/2021,$0,$76304.45,
9/10/2021,$0,$76304.45,
10/10/2021,$0,$76304.45,
11/10/2021,$0,$76304.45,
12/10/2021,$0,$76304.45,
13/10/2021,$0,$76304.45,
14/10/2021,$0,$76304.45,
15/10/2021,$0,$76304.45,
16/10/2021,$0,$76304.45,
17/10/2021,$0,$76304.45,
18/10/2021,$0,$76304.45,
19/10/2021,$76158.16,$436.97,
20/10/2021,$76457.29,$436.97,
21/10/2021,$76656.71,$436.97,
22/10/2021,$76577.28,$436.97,
23/10/2021,$76577.28,$436.97,
24/10/2021,$76577.28,$436.97,
25/10/2021,$76987.95,$436.97,
26/10/2021,$77057.24,$436.97,
27/10/2021,$76715.86,$436.97,
28/10/2021,$77456.08,$436.97,
29/10/2021,$77613.25,$436.97,
30/10/2021,$77613.25,$436.97,
31/10/2021,$77613.25,$436.97,
1/11/2021,$77746.76,$436.97,
2/11/2021,$78061.10,$436.97,
3/11/2021,$78537.68,$436.97,
4/11/2021,$78907.79,$436.97,
5/11/2021,$79181.57,$436.97,
6/11/2021,$79181.57,$436.97,
7/11/2021,$79181.57,$436.97,
8/11/2021,$79249.17,$436.97,
9/11/2021,$78987.22,$436.97,
10/11/2021,$78351.78,$436.97,
11/11/2021,$78377.13,$436.97,
12/11/2021,$78968.63,$436.97,
13/11/2021,$78968.63,$436.97,
14/11/2021,$78968.63,$436.97,
15/11/2021,$78995.67,$436.97,
16/11/2021,$79308.32,$436.97,
17/11/2021,$79115.66,$436.97,
18/11/2021,$79384.37,$436.97,
19/11/2021,$79242.41,$436.97,
20/11/2021,$79242.41,$436.97,
21/11/2021,$79242.41,$436.97,
22/11/2021,$79019.33,$436.97,
23/11/2021,$79124.11,$436.97,
24/11/2021,$79335.36,$436.97,
25/11/2021,$79335.36,$436.97,
26/11/2021,$77565.93,$436.97,
27/11/2021,$77565.93,$436.97,
28/11/2021,$77565.93,$436.97,
29/11/2021,$78517.40,$436.97,
30/11/2021,$76989.64,$436.97,
1/12/2021,$76134.50,$436.97,
2/12/2021,$77300.60,$436.97,
3/12/2021,$76627.98,$436.97,
4/12/2021,$76627.98,$436.97,
5/12/2021,$76627.98,$436.97,
6/12/2021,$77535.51,$436.97,
7/12/2021,$79139.32,$436.97,
8/12/2021,$79348.88,$436.97,
9/12/2021,$78813.15,$436.97,
10/12/2021,$79555.06,$436.97,
11/12/2021,$79555.06,$436.97,
12/12/2021,$79555.06,$436.97,
13/12/2021,$78850.33,$436.97,
14/12/2021,$78307.84,$436.97,
15/12/2021,$79531.40,$436.97,
16/12/2021,$78830.05,$436.97,
17/12/2021,$77718.03,$712.95,
18/12/2021,$77718.03,$712.95,
19/12/2021,$77718.03,$712.95,
20/12/2021,$76891.62,$712.95,
21/12/2021,$78257.14,$712.95,
22/12/2021,$79039.61,$712.95,
23/12/2021,$79531.40,$712.95,
24/12/2021,$79531.40,$712.95,
25/12/2021,$79531.40,$712.95,
26/12/2021,$79531.40,$712.95,
27/12/2021,$80656.94,$712.95,
28/12/2021,$80591.03,$712.95,
29/12/2021,$80694.12,$712.95,
30/12/2021,$80471.04,$712.95,
31/12/2021,$80268.24,$712.95,
