,SPY,Cash,
1/3/2014,$35581.39,$137.73,
2/3/2014,$35581.39,$137.73,
3/3/2014,$35331.18,$137.73,
4/3/2014,$35827.78,$137.73,
5/3/2014,$35860.25,$137.73,
6/3/2014,$35942.38,$137.73,
7/3/2014,$35957.66,$137.73,
8/3/2014,$35957.66,$137.73,
9/3/2014,$35957.66,$137.73,
10/3/2014,$35938.56,$137.73,
11/3/2014,$35760.93,$137.73,
12/3/2014,$35770.48,$137.73,
13/3/2014,$35369.38,$137.73,
14/3/2014,$35270.06,$137.73,
15/3/2014,$35270.06,$137.73,
16/3/2014,$35270.06,$137.73,
17/3/2014,$35589.03,$137.73,
18/3/2014,$35843.06,$137.73,
19/3/2014,$35652.06,$137.73,
20/3/2014,$35860.25,$137.73,
21/3/2014,$35564.20,$295.30,
22/3/2014,$35564.20,$295.30,
23/3/2014,$35564.20,$295.30,
24/3/2014,$35417.13,$295.30,
25/3/2014,$35585.21,$295.30,
26/3/2014,$35329.27,$295.30,
27/3/2014,$35254.78,$295.30,
28/3/2014,$35428.59,$295.30,
29/3/2014,$35428.59,$295.30,
30/3/2014,$35428.59,$295.30,
31/3/2014,$35718.91,$295.30,
1/4/2014,$35955.75,$295.30,
2/4/2014,$36076.08,$295.30,
3/4/2014,$36028.33,$295.30,
4/4/2014,$35602.40,$295.30,
5/4/2014,$35602.40,$295.30,
6/4/2014,$35602.40,$295.30,
7/4/2014,$35208.94,$295.30,
8/4/2014,$35354.10,$295.30,
9/4/2014,$35734.19,$295.30,
10/4/2014,$34983.56,$295.30,
11/4/2014,$0,$35084.04,
12/4/2014,$0,$35084.04,
13/4/2014,$0,$35084.04,
14/4/2014,$0,$35084.04,
15/4/2014,$0,$35084.04,
16/4/2014,$0,$35084.04,
17/4/2014,$0,$35084.04,
18/4/2014,$0,$35084.04,
19/4/2014,$0,$35084.04,
20/4/2014,$0,$35084.04,
21/4/2014,$0,$35084.04,
22/4/2014,$35135.43,$72.03,
23/4/2014,$35053.15,$72.03,
24/4/2014,$35124.21,$72.03,
25/4/2014,$34836.23,$72.03,
26/4/2014,$34836.23,$72.03,
27/4/2014,$34836.23,$72.03,
28/4/2014,$34946.56,$72.03,
29/4/2014,$35109.25,$72.03,
30/4/2014,$35213.97,$72.03,
1/5/2014,$35217.71,$72.03,
2/5/2014,$35167.22,$72.03,
3/5/2014,$35167.22,$72.03,
4/5/2014,$35167.22,$72.03,
5/5/2014,$35234.54,$72.03,
6/5/2014,$34927.86,$72.03,
7/5/2014,$35133.56,$72.03,
8/5/2014,$35096.16,$72.03,
9/5/2014,$35148.52,$72.03,
10/5/2014,$35148.52,$72.03,
11/5/2014,$35148.52,$72.03,
12/5/2014,$35490.73,$72.03,
13/5/2014,$35522.52,$72.03,
14/5/2014,$35354.22,$72.03,
15/5/2014,$35043.80,$72.03,
16/5/2014,$35165.35,$72.03,
17/5/2014,$35165.35,$72.03,
18/5/2014,$35165.35,$72.03,
19/5/2014,$35294.38,$72.03,
20/5/2014,$35071.85,$72.03,
21/5/2014,$35367.31,$72.03,
22/5/2014,$35453.33,$72.03,
23/5/2014,$35595.45,$72.03,
24/5/2014,$35595.45,$72.03,
25/5/2014,$35595.45,$72.03,
26/5/2014,$35595.45,$72.03,
27/5/2014,$35814.24,$72.03,
28/5/2014,$35788.06,$72.03,
29/5/2014,$35973.19,$72.03,
30/5/2014,$36031.16,$72.03,
31/5/2014,$36031.16,$72.03,
1/6/2014,$36031.16,$72.03,
2/6/2014,$36072.30,$72.03,
3/6/2014,$36053.60,$72.03,
4/6/2014,$36126.53,$72.03,
5/6/2014,$36362.15,$72.03,
6/6/2014,$36536.06,$72.03,
7/6/2014,$36536.06,$72.03,
8/6/2014,$36536.06,$72.03,
9/6/2014,$36573.46,$72.03,
10/6/2014,$36577.20,$72.03,
11/6/2014,$36450.04,$72.03,
12/6/2014,$36191.98,$72.03,
13/6/2014,$36302.31,$72.03,
14/6/2014,$36302.31,$72.03,
15/6/2014,$36302.31,$72.03,
16/6/2014,$36332.23,$72.03,
17/6/2014,$36433.21,$72.03,
18/6/2014,$36700.62,$72.03,
19/6/2014,$36741.76,$72.03,
20/6/2014,$36640.78,$247.25,
21/6/2014,$36640.78,$247.25,
22/6/2014,$36640.78,$247.25,
23/6/2014,$36629.56,$247.25,
24/6/2014,$36408.90,$247.25,
25/6/2014,$36573.46,$247.25,
26/6/2014,$36547.28,$247.25,
27/6/2014,$36618.34,$247.25,
28/6/2014,$36618.34,$247.25,
29/6/2014,$36618.34,$247.25,
30/6/2014,$36599.64,$247.25,
1/7/2014,$36844.61,$247.25,
2/7/2014,$36882.01,$247.25,
3/7/2014,$37063.40,$247.25,
4/7/2014,$37063.40,$247.25,
5/7/2014,$37063.40,$247.25,
6/7/2014,$37063.40,$247.25,
7/7/2014,$36934.37,$247.25,
8/7/2014,$36696.88,$247.25,
9/7/2014,$36861.44,$247.25,
10/7/2014,$36715.58,$247.25,
11/7/2014,$36766.07,$247.25,
12/7/2014,$36766.07,$247.25,
13/7/2014,$36766.07,$247.25,
14/7/2014,$36951.20,$247.25,
15/7/2014,$36882.01,$247.25,
16/7/2014,$37018.52,$247.25,
17/7/2014,$36597.77,$247.25,
18/7/2014,$36971.77,$247.25,
19/7/2014,$36971.77,$247.25,
20/7/2014,$36971.77,$247.25,
21/7/2014,$36902.58,$247.25,
22/7/2014,$37063.40,$247.25,
23/7/2014,$37145.68,$247.25,
24/7/2014,$37147.55,$247.25,
25/7/2014,$36973.64,$247.25,
26/7/2014,$36973.64,$247.25,
27/7/2014,$36973.64,$247.25,
28/7/2014,$36988.60,$247.25,
29/7/2014,$36829.65,$247.25,
30/7/2014,$36835.26,$247.25,
31/7/2014,$36107.83,$247.25,
1/8/2014,$35997.50,$247.25,
2/8/2014,$35997.50,$247.25,
3/8/2014,$35997.50,$247.25,
4/8/2014,$0,$36313.94,
5/8/2014,$0,$36313.94,
6/8/2014,$0,$36313.94,
7/8/2014,$0,$36313.94,
8/8/2014,$0,$36313.94,
9/8/2014,$0,$36313.94,
10/8/2014,$0,$36313.94,
11/8/2014,$0,$36313.94,
12/8/2014,$0,$36313.94,
13/8/2014,$0,$36313.94,
14/8/2014,$0,$36313.94,
15/8/2014,$0,$36313.94,
16/8/2014,$0,$36313.94,
17/8/2014,$0,$36313.94,
18/8/2014,$0,$36313.94,
19/8/2014,$36305.37,$109.22,
20/8/2014,$36402.36,$109.22,
21/8/2014,$36508.50,$109.22,
22/8/2014,$36451.77,$109.22,
23/8/2014,$36451.77,$109.22,
24/8/2014,$36451.77,$109.22,
25/8/2014,$36636.60,$109.22,
26/8/2014,$36660.39,$109.22,
27/8/2014,$36645.75,$109.22,
28/8/2014,$36625.62,$109.22,
29/8/2014,$36729.93,$109.22,
30/8/2014,$36729.93,$109.22,
31/8/2014,$36729.93,$109.22,
1/9/2014,$36729.93,$109.22,
2/9/2014,$36711.63,$109.22,
3/9/2014,$36691.50,$109.22,
4/9/2014,$36638.43,$109.22,
5/9/2014,$36803.13,$109.22,
6/9/2014,$36803.13,$109.22,
7/9/2014,$36803.13,$109.22,
8/9/2014,$36707.97,$109.22,
9/9/2014,$36475.56,$109.22,
10/9/2014,$36612.81,$109.22,
11/9/2014,$36654.90,$109.22,
12/9/2014,$36440.79,$109.22,
13/9/2014,$36440.79,$109.22,
14/9/2014,$36440.79,$109.22,
15/9/2014,$36413.34,$109.22,
16/9/2014,$36687.84,$109.22,
17/9/2014,$36737.25,$109.22,
18/9/2014,$36933.06,$109.22,
19/9/2014,$36728.10,$281.06,
20/9/2014,$36728.10,$281.06,
21/9/2014,$36728.10,$281.06,
22/9/2014,$36444.45,$281.06,
23/9/2014,$36235.83,$281.06,
24/9/2014,$36519.48,$281.06,
25/9/2014,$35930.22,$281.06,
26/9/2014,$36215.70,$281.06,
27/9/2014,$36215.70,$281.06,
28/9/2014,$36215.70,$281.06,
29/9/2014,$36149.82,$281.06,
30/9/2014,$0,$36458.33,
1/10/2014,$0,$36458.33,
2/10/2014,$0,$36458.33,
3/10/2014,$0,$36458.33,
4/10/2014,$0,$36458.33,
5/10/2014,$0,$36458.33,
6/10/2014,$0,$36458.33,
7/10/2014,$0,$36458.33,
8/10/2014,$0,$36458.33,
9/10/2014,$0,$36458.33,
10/10/2014,$0,$36458.33,
11/10/2014,$0,$36458.33,
12/10/2014,$0,$36458.33,
13/10/2014,$0,$36458.33,
14/10/2014,$0,$36458.33,
15/10/2014,$0,$36458.33,
16/10/2014,$0,$36458.33,
17/10/2014,$0,$36458.33,
18/10/2014,$0,$36458.33,
19/10/2014,$0,$36458.33,
20/10/2014,$0,$36458.33,
21/10/2014,$0,$36458.33,
22/10/2014,$0,$36458.33,
23/10/2014,$0,$36458.33,
24/10/2014,$0,$36458.33,
25/10/2014,$0,$36458.33,
26/10/2014,$0,$36458.33,
27/10/2014,$0,$36458.33,
28/10/2014,$0,$36458.33,
29/10/2014,$0,$36458.33,
30/10/2014,$36685.92,$103.61,
31/10/2014,$37105.44,$103.61,
1/11/2014,$37105.44,$103.61,
2/11/2014,$37105.44,$103.61,
3/11/2014,$37125.68,$103.61,
4/11/2014,$36996.88,$103.61,
5/11/2014,$37230.56,$103.61,
6/11/2014,$37379.60,$103.61,
7/11/2014,$37414.56,$103.61,
8/11/2014,$37414.56,$103.61,
9/11/2014,$37414.56,$103.61,
10/11/2014,$37532.32,$103.61,
11/11/2014,$37569.12,$103.61,
12/11/2014,$37528.64,$103.61,
13/11/2014,$37570.96,$103.61,
14/11/2014,$37580.16,$103.61,
15/11/2014,$37580.16,$103.61,
16/11/2014,$37580.16,$103.61,
17/11/2014,$37604.08,$103.61,
18/11/2014,$37821.20,$103.61,
19/11/2014,$37760.48,$103.61,
20/11/2014,$37826.72,$103.61,
21/11/2014,$38029.12,$103.61,
22/11/2014,$38029.12,$103.61,
23/11/2014,$38029.12,$103.61,
24/11/2014,$38135.84,$103.61,
25/11/2014,$38108.24,$103.61,
26/11/2014,$38205.76,$103.61,
27/11/2014,$38205.76,$103.61,
28/11/2014,$38124.80,$103.61,
29/11/2014,$38124.80,$103.61,
30/11/2014,$38124.80,$103.61,
1/12/2014,$37859.84,$103.61,
2/12/2014,$38104.56,$103.61,
3/12/2014,$38251.76,$103.61,
4/12/2014,$38209.44,$103.61,
5/12/2014,$38272.00,$103.61,
6/12/2014,$38272.00,$103.61,
7/12/2014,$38272.00,$103.61,
8/12/2014,$38016.24,$103.61,
9/12/2014,$37990.48,$103.61,
10/12/2014,$37381.44,$103.61,
11/12/2014,$37570.96,$103.61,
12/12/2014,$36963.76,$103.61,
13/12/2014,$36963.76,$103.61,
14/12/2014,$36963.76,$103.61,
15/12/2014,$36709.84,$103.61,
16/12/2014,$36415.44,$103.61,
17/12/2014,$37129.36,$103.61,
18/12/2014,$38047.52,$103.61,
19/12/2014,$37999.68,$312.45,
20/12/2014,$37999.68,$312.45,
21/12/2014,$37999.68,$312.45,
22/12/2014,$38174.48,$312.45,
23/12/2014,$38226.00,$312.45,
24/12/2014,$38229.68,$312.45,
25/12/2014,$38229.68,$312.45,
26/12/2014,$38352.96,$312.45,
27/12/2014,$38352.96,$312.45,
28/12/2014,$38352.96,$312.45,
29/12/2014,$38404.48,$312.45,
30/12/2014,$38198.40,$312.45,
31/12/2014,$37819.36,$312.45,
1/1/2015,$37819.36,$312.45,
2/1/2015,$37799.12,$312.45,
3/1/2015,$37799.12,$312.45,
4/1/2015,$37799.12,$312.45,
5/1/2015,$37116.48,$312.45,
6/1/2015,$0,$37497.01,
7/1/2015,$0,$37497.01,
8/1/2015,$0,$37497.01,
9/1/2015,$0,$37497.01,
10/1/2015,$0,$37497.01,
11/1/2015,$0,$37497.01,
12/1/2015,$0,$37497.01,
13/1/2015,$0,$37497.01,
14/1/2015,$0,$37497.01,
15/1/2015,$0,$37497.01,
16/1/2015,$0,$37497.01,
17/1/2015,$0,$37497.01,
18/1/2015,$0,$37497.01,
19/1/2015,$0,$37497.01,
20/1/2015,$0,$37497.01,
21/1/2015,$0,$37497.01,
22/1/2015,$0,$37497.01,
23/1/2015,$0,$37497.01,
24/1/2015,$0,$37497.01,
25/1/2015,$0,$37497.01,
26/1/2015,$0,$37497.01,
27/1/2015,$0,$37497.01,
28/1/2015,$0,$37497.01,
29/1/2015,$0,$37497.01,
30/1/2015,$0,$37497.01,
31/1/2015,$0,$37497.01,
1/2/2015,$0,$37497.01,
2/2/2015,$0,$37497.01,
3/2/2015,$0,$37497.01,
4/2/2015,$0,$37497.01,
5/2/2015,$0,$37497.01,
6/2/2015,$37204.55,$109.65,
7/2/2015,$37204.55,$109.65,
8/2/2015,$37204.55,$109.65,
9/2/2015,$37038.03,$109.65,
10/2/2015,$37432.61,$109.65,
11/2/2015,$37454.33,$109.65,
12/2/2015,$37814.52,$109.65,
13/2/2015,$37970.18,$109.65,
14/2/2015,$37970.18,$109.65,
15/2/2015,$37970.18,$109.65,
16/2/2015,$37970.18,$109.65,
17/2/2015,$38029.91,$109.65,
18/2/2015,$38033.53,$109.65,
19/2/2015,$38006.38,$109.65,
20/2/2015,$38234.44,$109.65,
21/2/2015,$38234.44,$109.65,
22/2/2015,$38234.44,$109.65,
23/2/2015,$38229.01,$109.65,
24/2/2015,$38337.61,$109.65,
25/2/2015,$38305.03,$109.65,
26/2/2015,$38259.78,$109.65,
27/2/2015,$38129.46,$109.65,
28/2/2015,$38129.46,$109.65,
1/3/2015,$38129.46,$109.65,
2/3/2015,$38370.19,$109.65,
3/3/2015,$38212.72,$109.65,
4/3/2015,$38051.63,$109.65,
5/3/2015,$38093.26,$109.65,
6/3/2015,$37557.50,$109.65,
7/3/2015,$37557.50,$109.65,
8/3/2015,$37557.50,$109.65,
9/3/2015,$37713.16,$109.65,
10/3/2015,$37101.38,$109.65,
11/3/2015,$37014.50,$109.65,
12/3/2015,$37485.10,$109.65,
13/3/2015,$37255.23,$109.65,
14/3/2015,$37255.23,$109.65,
15/3/2015,$37255.23,$109.65,
16/3/2015,$37752.98,$109.65,
17/3/2015,$37640.76,$109.65,
18/3/2015,$38093.26,$109.65,
19/3/2015,$37919.50,$109.65,
20/3/2015,$38084.21,$278.16,
21/3/2015,$38084.21,$278.16,
22/3/2015,$38084.21,$278.16,
23/3/2015,$38010.00,$278.16,
24/3/2015,$37796.42,$278.16,
25/3/2015,$37242.56,$278.16,
26/3/2015,$37153.87,$278.16,
27/3/2015,$37238.94,$278.16,
28/3/2015,$37238.94,$278.16,
29/3/2015,$37238.94,$278.16,
30/3/2015,$0,$37741.54,
31/3/2015,$0,$37741.54,
1/4/2015,$0,$37741.54,
2/4/2015,$0,$37741.54,
3/4/2015,$0,$37741.54,
4/4/2015,$0,$37741.54,
5/4/2015,$0,$37741.54,
6/4/2015,$0,$37741.54,
7/4/2015,$0,$37741.54,
8/4/2015,$0,$37741.54,
9/4/2015,$37810.90,$133.36,
10/4/2015,$38017.24,$133.36,
11/4/2015,$38017.24,$133.36,
12/4/2015,$38017.24,$133.36,
13/4/2015,$37845.29,$133.36,
14/4/2015,$37917.69,$133.36,
15/4/2015,$38087.83,$133.36,
16/4/2015,$38076.97,$133.36,
17/4/2015,$37638.95,$133.36,
18/4/2015,$37638.95,$133.36,
19/4/2015,$37638.95,$133.36,
20/4/2015,$37982.85,$133.36,
21/4/2015,$37937.60,$133.36,
22/4/2015,$38124.03,$133.36,
23/4/2015,$38219.96,$133.36,
24/4/2015,$38308.65,$133.36,
25/4/2015,$38308.65,$133.36,
26/4/2015,$38308.65,$133.36,
27/4/2015,$38149.37,$133.36,
28/4/2015,$38270.64,$133.36,
29/4/2015,$38113.17,$133.36,
30/4/2015,$37731.26,$133.36,
1/5/2015,$38140.32,$133.36,
2/5/2015,$38140.32,$133.36,
3/5/2015,$38140.32,$133.36,
4/5/2015,$38248.92,$133.36,
5/5/2015,$37810.90,$133.36,
6/5/2015,$37655.24,$133.36,
7/5/2015,$37805.47,$133.36,
8/5/2015,$38303.22,$133.36,
9/5/2015,$38303.22,$133.36,
10/5/2015,$38303.22,$133.36,
11/5/2015,$38120.41,$133.36,
12/5/2015,$38006.38,$133.36,
13/5/2015,$38013.62,$133.36,
14/5/2015,$38410.01,$133.36,
15/5/2015,$38451.64,$133.36,
16/5/2015,$38451.64,$133.36,
17/5/2015,$38451.64,$133.36,
18/5/2015,$38571.10,$133.36,
19/5/2015,$38558.43,$133.36,
20/5/2015,$38531.28,$133.36,
21/5/2015,$38643.50,$133.36,
22/5/2015,$38551.19,$133.36,
23/5/2015,$38551.19,$133.36,
24/5/2015,$38551.19,$133.36,
25/5/2015,$38551.19,$133.36,
26/5/2015,$38136.70,$133.36,
27/5/2015,$38498.70,$133.36,
28/5/2015,$38455.26,$133.36,
29/5/2015,$38216.34,$133.36,
30/5/2015,$38216.34,$133.36,
31/5/2015,$38216.34,$133.36,
1/6/2015,$38294.17,$133.36,
2/6/2015,$38256.16,$133.36,
3/6/2015,$38357.52,$133.36,
4/6/2015,$38033.53,$133.36,
5/6/2015,$37968.37,$133.36,
6/6/2015,$37968.37,$133.36,
7/6/2015,$37968.37,$133.36,
8/6/2015,$37734.88,$133.36,
9/6/2015,$0,$37862.81,
10/6/2015,$0,$37862.81,
11/6/2015,$0,$37862.81,
12/6/2015,$0,$37862.81,
13/6/2015,$0,$37862.81,
14/6/2015,$0,$37862.81,
15/6/2015,$0,$37862.81,
16/6/2015,$0,$37862.81,
17/6/2015,$0,$37862.81,
18/6/2015,$0,$37862.81,
19/6/2015,$0,$37862.81,
20/6/2015,$0,$37862.81,
21/6/2015,$0,$37862.81,
22/6/2015,$37716.42,$142.83,
23/6/2015,$37743.12,$142.83,
24/6/2015,$37469.00,$142.83,
25/6/2015,$37355.08,$142.83,
26/6/2015,$37347.96,$142.83,
27/6/2015,$37347.96,$142.83,
28/6/2015,$37347.96,$142.83,
29/6/2015,$0,$37175.73,
30/6/2015,$0,$37175.73,
1/7/2015,$0,$37175.73,
2/7/2015,$0,$37175.73,
3/7/2015,$0,$37175.73,
4/7/2015,$0,$37175.73,
5/7/2015,$0,$37175.73,
6/7/2015,$0,$37175.73,
7/7/2015,$0,$37175.73,
8/7/2015,$0,$37175.73,
9/7/2015,$0,$37175.73,
10/7/2015,$0,$37175.73,
11/7/2015,$0,$37175.73,
12/7/2015,$0,$37175.73,
13/7/2015,$0,$37175.73,
14/7/2015,$0,$37175.73,
15/7/2015,$0,$37175.73,
16/7/2015,$0,$37175.73,
17/7/2015,$37184.00,$24.98,
18/7/2015,$37184.00,$24.98,
19/7/2015,$37184.00,$24.98,
20/7/2015,$37203.25,$24.98,
21/7/2015,$37056.25,$24.98,
22/7/2015,$36989.75,$24.98,
23/7/2015,$36781.50,$24.98,
24/7/2015,$36400.00,$24.98,
25/7/2015,$36400.00,$24.98,
26/7/2015,$36400.00,$24.98,
27/7/2015,$0,$36239.48,
28/7/2015,$0,$36239.48,
29/7/2015,$0,$36239.48,
30/7/2015,$0,$36239.48,
31/7/2015,$0,$36239.48,
1/8/2015,$0,$36239.48,
2/8/2015,$0,$36239.48,
3/8/2015,$36083.88,$40.36,
4/8/2015,$36013.36,$40.36,
5/8/2015,$36132.04,$40.36,
6/8/2015,$0,$36210.24,
7/8/2015,$0,$36210.24,
8/8/2015,$0,$36210.24,
9/8/2015,$0,$36210.24,
10/8/2015,$0,$36210.24,
11/8/2015,$0,$36210.24,
12/8/2015,$0,$36210.24,
13/8/2015,$0,$36210.24,
14/8/2015,$0,$36210.24,
15/8/2015,$0,$36210.24,
16/8/2015,$0,$36210.24,
17/8/2015,$0,$36210.24,
18/8/2015,$0,$36210.24,
19/8/2015,$0,$36210.24,
20/8/2015,$0,$36210.24,
21/8/2015,$0,$36210.24,
22/8/2015,$0,$36210.24,
23/8/2015,$0,$36210.24,
24/8/2015,$0,$36210.24,
25/8/2015,$0,$36210.24,
26/8/2015,$0,$36210.24,
27/8/2015,$0,$36210.24,
28/8/2015,$0,$36210.24,
29/8/2015,$0,$36210.24,
30/8/2015,$0,$36210.24,
31/8/2015,$0,$36210.24,
1/9/2015,$0,$36210.24,
2/9/2015,$0,$36210.24,
3/9/2015,$0,$36210.24,
4/9/2015,$0,$36210.24,
5/9/2015,$0,$36210.24,
6/9/2015,$0,$36210.24,
7/9/2015,$0,$36210.24,
8/9/2015,$0,$36210.24,
9/9/2015,$0,$36210.24,
10/9/2015,$0,$36210.24,
11/9/2015,$0,$36210.24,
12/9/2015,$0,$36210.24,
13/9/2015,$0,$36210.24,
14/9/2015,$0,$36210.24,
15/9/2015,$0,$36210.24,
16/9/2015,$0,$36210.24,
17/9/2015,$0,$36210.24,
18/9/2015,$0,$36210.24,
19/9/2015,$0,$36210.24,
20/9/2015,$0,$36210.24,
21/9/2015,$0,$36210.24,
22/9/2015,$0,$36210.24,
23/9/2015,$0,$36210.24,
24/9/2015,$0,$36210.24,
25/9/2015,$0,$36210.24,
26/9/2015,$0,$36210.24,
27/9/2015,$0,$36210.24,
28/9/2015,$0,$36210.24,
29/9/2015,$0,$36210.24,
30/9/2015,$0,$36210.24,
1/10/2015,$0,$36210.24,
2/10/2015,$0,$36210.24,
3/10/2015,$0,$36210.24,
4/10/2015,$0,$36210.24,
5/10/2015,$0,$36210.24,
6/10/2015,$0,$36210.24,
7/10/2015,$0,$36210.24,
8/10/2015,$0,$36210.24,
9/10/2015,$36038.07,$163.22,
10/10/2015,$36038.07,$163.22,
11/10/2015,$36038.07,$163.22,
12/10/2015,$36072.08,$163.22,
13/10/2015,$35844.75,$163.22,
14/10/2015,$35672.91,$163.22,
15/10/2015,$36220.65,$163.22,
16/10/2015,$36385.33,$163.22,
17/10/2015,$36385.33,$163.22,
18/10/2015,$36385.33,$163.22,
19/10/2015,$36403.23,$163.22,
20/10/2015,$36356.69,$163.22,
21/10/2015,$36131.15,$163.22,
22/10/2015,$36741.54,$163.22,
23/10/2015,$37144.29,$163.22,
24/10/2015,$37144.29,$163.22,
25/10/2015,$37144.29,$163.22,
26/10/2015,$37053.00,$163.22,
27/10/2015,$36981.40,$163.22,
28/10/2015,$37402.05,$163.22,
29/10/2015,$37380.57,$163.22,
30/10/2015,$37219.47,$163.22,
31/10/2015,$37219.47,$163.22,
1/11/2015,$37219.47,$163.22,
2/11/2015,$37659.81,$163.22,
3/11/2015,$37769.00,$163.22,
4/11/2015,$37654.44,$163.22,
5/11/2015,$37616.85,$163.22,
6/11/2015,$37597.16,$163.22,
7/11/2015,$37597.16,$163.22,
8/11/2015,$37597.16,$163.22,
9/11/2015,$37246.32,$163.22,
10/11/2015,$37332.24,$163.22,
11/11/2015,$37185.46,$163.22,
12/11/2015,$36666.36,$163.22,
13/11/2015,$36254.66,$163.22,
14/11/2015,$36254.66,$163.22,
15/11/2015,$36254.66,$163.22,
16/11/2015,$36805.98,$163.22,
17/11/2015,$36779.13,$163.22,
18/11/2015,$37362.67,$163.22,
19/11/2015,$37330.45,$163.22,
20/11/2015,$37466.49,$163.22,
21/11/2015,$37466.49,$163.22,
22/11/2015,$37466.49,$163.22,
23/11/2015,$37423.53,$163.22,
24/11/2015,$37473.65,$163.22,
25/11/2015,$37468.28,$163.22,
26/11/2015,$37468.28,$163.22,
27/11/2015,$37511.24,$163.22,
28/11/2015,$37511.24,$163.22,
29/11/2015,$37511.24,$163.22,
30/11/2015,$37355.51,$163.22,
1/12/2015,$37711.72,$163.22,
2/12/2015,$37326.87,$163.22,
3/12/2015,$36804.19,$163.22,
